Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Whites,1,472.9013911,42955.0245,Education,157.633797,No,272.4988252,Yes,Female,By_16:00,0.633151263,0.430474516,2.22408639,9.448945974,4.321816312,NA,9608,43.83004031,305.490914,3335.97008,41107.88016,No,74255.60973,17.47829837,300.2231156,72.27895933,25016.04777,100,Below_30,7,563.8466401,11,Car,Student_or_Unemployed,523.3098699,0,Yes
Purples,8,411.0978405,58289.54946,Social,137.0326135,No,425.3699027,Yes,Male,By_16:00,0.759028129,0.307179801,4.718680619,3.506487699,7.153601537,1.821072975,7794,56.52748935,486.2747581,5226.248543,57167.52006,No,180939.5541,22.05163845,78.53721617,89.29953699,18924.96977,70,45_and_up,2,720.0592957,13,Car,Hightech,479.7500461,2,Yes
Pinks,10,555.0273245,131715.8981,Healthcare,185.0091082,No,711.9427765,No,Female,By_16:00,0.127901663,0.981106967,9.325506017,4.339290166,0.967329131,8.690064421,4829,43.8597986,672.3935186,8464.214802,77656.33537,No,506862.517,25.93055184,273.4389437,13.17308585,34423.37922,80,45_and_up,1,932.0403288,7,Motorcycle_or_truck,Industry_or_other,511.3837688,0,No
Greens,5,130.2602479,10415.20078,Healthcare,43.42008263,No,239.8705886,Yes,Female,By_16:00,0.294451804,0.854309308,6.767494036,9.357710097,7.372811732,3.827159659,4076,92.01978678,484.1492933,3367.004473,56722.93549,No,57537.89928,NA,280.9395914,79.63750211,1938.723658,80,Below_30,0,762.1821188,10,Car,Hightech,604.9213918,1,No
Yellows,6,1373.258227,270819.5391,Education,457.7527424,Yes,NA,No,Male,After_16:00,0.125039329,0.761279415,6.66009726,9.126744033,6.580117948,2.530177957,7510,8.189646853,307.4714074,6531.227176,49297.24914,Yes,350024.2065,17.53486263,253.2256315,10.01537668,210005.3259,100,Below_30,2,654.1882654,12,Motorcycle_or_truck,Student_or_Unemployed,636.6023102,NA,No
Purples,9,139.0555892,18095.71335,Financial,NA,No,390.398835,Yes,Female,After_16:00,0.828768015,0.66257066,8.954511902,6.324897087,9.216942552,3.639302026,4314,60.71138449,423.6409836,4751.270317,NA,No,152411.2504,20.58254075,150.8221921,74.63497091,2204.847074,60,45_and_up,0,635.3017046,12,Foot_or_bicycle,Student_or_Unemployed,429.9698717,1,No
Blues,1,1043.44362,NA,Environment,347.8145401,Yes,141.1875963,Yes,Female,By_16:00,0.03781172,0.780569588,8.451282161,2.195199053,9.804305041,9.89729668,5756,54.11989808,645.2582116,2702.392386,61485.32074,Yes,19933.93734,25.40193322,425.0078429,71.6811433,121332.7688,90,45_and_up,1,757.1223386,12,Car,Public_Sector,324.5423772,3,No
Browns,3,296.6020722,NA,NA,98.86735739,No,312.7260109,Yes,Male,After_16:00,0.251595552,0.361353703,6.789886777,0.948985515,1.042728943,3.472090762,3541,86.15778571,353.2981902,3833.85649,42975.63695,No,97797.5579,18.79622809,254.883697,79.87901955,9883.621714,100,30-45,0,553.4896581,9,Motorcycle_or_truck,Hightech,408.4973716,2,No
Browns,2,NA,29558.2732,Healthcare,95.07530069,No,310.8932918,Yes,Female,By_16:00,0.887038385,0.159275056,2.319138336,0.567376458,7.34364334,NA,3893,40.78229275,386.7588871,3882.450692,45074.2533,No,96654.63888,19.66618639,248.7497064,36.44794133,9144.388102,80,45_and_up,1,571.5279009,8,Foot_or_bicycle,Industry_or_other,384.7111467,0,No
Purples,7,258.9877876,38962.84584,Environment,86.32926253,No,451.3283757,Yes,Female,After_16:00,0.017243673,0.501109575,6.573277758,9.454144118,0.147300733,6.542911669,8098,38.44705145,404.8321377,5322.948033,51624.17567,No,203697.3027,20.12044079,106.9291414,78.96348878,7549.070832,90,Below_30,2,660.8952891,15,Foot_or_bicycle,Hightech,502.8270553,0,No
Yellows,7,1493.70782,139099.9991,Healthcare,497.9026066,Yes,279.3719038,Yes,Female,After_16:00,0.7443207,0.34781905,8.549968656,2.315737347,3.10767635,7.722265401,9185,42.44994055,562.6469665,3919.012971,58747.20854,Yes,78048.66061,23.72018058,254.0622267,29.3606445,248414.9083,80,30-45,1,NA,14,Foot_or_bicycle,Industry_or_other,390.7012545,0,Yes
Whites,7,135.5245926,22609.65572,Environment,45.17486422,No,500.4919465,No,Male,By_16:00,0.036586801,0.721747815,8.753886975,5.413783276,7.836305264,4.561394709,9581,97.23830586,461.2671953,5927.453856,56979.16555,No,250492.1885,21.47713192,38.85336357,22.50807188,2095.943221,90,30-45,2,716.6989493,9,Foot_or_bicycle,Industry_or_other,503.0185578,0,No
Pinks,1,708.5307759,166439.9161,Social,236.1769253,No,704.7255608,No,Male,By_16:00,0.610404302,0.333659075,7.584740811,5.21864176,8.074889525,7.597040373,5486,77.07168856,615.5033577,8278.262323,72267.14711,No,496638.116,24.80934013,235.8861611,93.79651996,56025.71697,70,Below_30,1,864.5678381,6,Car,Public_Sector,480.2845202,0,No
Purples,10,442.9833962,55943.37255,Education,147.6611321,No,378.8632239,Yes,Female,By_16:00,0.26266235,0.798733294,7.833364832,0.896697904,4.035356629,3.039272118,3770,19.59386878,398.5013282,4585.634896,49877.80565,No,143537.3424,19.96249804,158.0577299,74.30256482,21961.47106,100,30-45,1,647.7771827,13,Public_or_other,Student_or_Unemployed,502.4793299,0,Yes
Blues,5,1571.480977,166030.2949,Healthcare,523.8269922,Yes,316.9563565,Yes,Female,By_16:00,0.443357039,0.684438872,NA,NA,4.700844963,5.628472557,5644,80.92811592,82.48082154,3334.525208,24586.65904,Yes,100461.3319,9.081895261,458.3822697,28.86767862,274928.5448,80,30-45,2,379.8400111,11,Foot_or_bicycle,Public_Sector,547.8232721,1,No
Oranges,6,211.1833326,23428.37649,Military,70.39444421,No,332.8157038,Yes,Male,By_16:00,0.756002483,0.921173232,7.082247338,9.359474068,6.460657413,5.426151531,4432,46.6826817,447.5775279,4223.312094,52042.83128,Maybe,110766.2927,21.15602817,179.7303902,28.52818735,5035.772219,30,Below_30,0,666.0744343,5,Motorcycle_or_truck,Public_Sector,459.9461776,0,No
Greys,9,244.2153918,43878.30838,Military,81.40513059,No,539.011584,No,Female,By_16:00,0.577386641,0.104213577,5.884486162,1.954965133,0.720436091,7.851812341,5466,29.0189995,460.0778001,6310.27144,56270.57617,Maybe,290533.4877,21.44942424,76.37122701,65.18224548,6718.200416,30,30-45,2,691.9093358,9,Foot_or_bicycle,Student_or_Unemployed,447.8763146,0,Yes
Purples,1,326.6949996,41663.97298,Healthcare,108.8983332,No,382.5951394,Yes,Male,By_16:00,0.277704304,0.241893246,5.868328095,6.58054902,7.81113758,5.945073259,4697,36.51523679,431.4470471,4688.845489,50858.4005,No,146379.0407,20.77130345,153.9538209,74.63101989,11977.74531,80,30-45,2,640.4427121,11,Foot_or_bicycle,Industry_or_other,NA,0,No
Blues,6,1281.132513,166369.4877,Education,427.0441711,Yes,389.5837923,Yes,Male,After_16:00,0.442008004,0.366821115,7.788812318,0.049461429,1.678964524,7.111338512,8227,35.8274525,215.5398664,4326.917656,38541.15163,Yes,151775.5312,14.68127605,334.9115744,8.67543146,182803.7682,100,30-45,2,551.9668209,12,Motorcycle_or_truck,Services_or_Retail,638.0451237,5,Yes
Oranges,7,156.9910973,21148.28226,Other,52.33036576,No,404.1302206,Yes,Male,By_16:00,NA,0.82826468,5.02399453,0.473700783,4.352200001,4.816408008,9938,77.82055577,350.143264,4741.588734,44514.43562,Maybe,163321.2352,18.71211543,195.5478175,84.91372345,2800.797546,50,Below_30,2,564.9498021,7,Motorcycle_or_truck,Student_or_Unemployed,418.8156848,0,No
Blues,7,1595.318702,50311.19826,Education,531.7729007,Yes,94.61030863,Yes,Male,After_16:00,0.681309389,0.238378582,7.359611597,6.80448462,2.931304809,NA,9125,2.010575496,417.7392823,1781.581651,36157.75954,Yes,8951.110499,20.43867125,611.8672374,5.110141402,283324.1908,100,45_and_up,2,409.9968568,15,Car,Hightech,49.14094375,1,No
Purples,6,520.2457367,80117.74296,Financial,173.4152456,No,461.9994205,Yes,Male,By_16:00,0.423396165,0.19116445,8.261988263,2.782783143,2.654441472,6.647140982,6208,82.02590703,375.3228604,5370.639926,48628.16743,No,213443.4646,19.37325116,134.3742848,95.51667967,30256.26264,60,Below_30,1,617.6502653,11,Public_or_other,Hightech,467.3194978,0,Yes
Blues,5,1196.287826,285309.1466,Education,398.7626088,Yes,715.4862073,No,Female,By_16:00,0.757859158,0.96432508,9.872560343,2.435254068,1.217527967,8.417327828,9111,12.94553112,130.7961628,7416.454399,29767.97053,Yes,511920.5129,11.436615,467.6153025,24.16745936,159420.3808,100,30-45,2,344.5045581,16,Foot_or_bicycle,Public_Sector,310.4787817,0,No
Purples,8,529.5915621,76847.58327,Healthcare,NA,No,435.3217957,Yes,Female,After_16:00,0.614101315,0.28885107,5.781958837,7.619670085,4.481293941,7.34481337,6436,55.84263648,511.9224363,5377.06283,59716.91923,No,189505.0659,22.625703,66.03843039,49.64721184,31349.55526,80,Below_30,3,751.2765852,13,Foot_or_bicycle,Student_or_Unemployed,494.028426,0,No
Greys,8,241.2122545,33055.48919,Foreign_Affairs,80.40408482,No,411.1170379,Yes,Female,By_16:00,0.523305014,0.839249011,NA,5.901751779,NA,0.981102509,NA,27.32293718,483.9559633,5079.082306,55528.02862,Maybe,169017.2189,21.99899914,116.0891119,NA,6555.220941,40,Below_30,4,690.2060254,8,Foot_or_bicycle,Student_or_Unemployed,NA,0,Yes
Whites,4,382.1759895,36700.943,Education,127.3919965,No,288.0945743,Yes,Female,By_16:00,0.097928963,0.896780102,8.962711324,9.267873957,8.667535381,7.705106558,8710,24.56951207,286.4526971,3453.851137,40094.13483,No,82998.48375,16.9249135,302.7496865,83.69256514,16366.11277,100,45_and_up,2,553.5801739,10,Public_or_other,Services_or_Retail,533.926578,0,No
Pinks,NA,157.1689514,34539.30085,Education,52.38965047,No,659.2771768,No,Female,After_16:00,0.288984096,0.158491613,9.801431531,NA,5.717270672,8.437940986,6742,73.37074117,608.3590517,7809.489872,70513.91114,No,434646.3959,24.66493567,196.2580818,9.663617681,2807.065126,100,Below_30,2,844.7003207,9,Public_or_other,Services_or_Retail,462.498913,0,Yes
Purples,3,141.5399555,18955.83178,Healthcare,47.17998516,No,401.7769764,Yes,Male,After_16:00,0.414999503,NA,1.704250227,2.988669351,9.088421143,6.936033247,4398,4.613319039,434.6160522,4887.001868,52710.82802,No,161424.7388,20.84744714,119.1989145,95.84545332,2283.130985,80,45_and_up,1,672.8829107,13,Public_or_other,Industry_or_other,483.1015323,0,Yes
Pinks,6,140.605742,32721.95361,Environment,46.86858068,No,698.1639541,No,Male,After_16:00,0.174390955,0.89456757,5.566185366,6.857643132,3.205241938,0.374338401,8534,45.32122964,634.9060008,8251.451543,74262.69665,No,487432.9068,25.19734115,239.7666149,9.840809042,2253.532436,90,Below_30,2,893.4367823,10,Car,Hightech,504.4099723,0,Yes
Browns,4,604.701686,56088.31067,Social,201.5672287,No,278.2610598,Yes,Female,After_16:00,0.38084297,0.310313222,9.375073931,4.516915346,9.696169219,0.001750074,7023,6.414612778,359.5742852,3501.759168,42680.00796,No,77429.2174,18.96244407,281.1234934,54.2761832,40840.9149,70,45_and_up,3,551.0870306,6,Foot_or_bicycle,Hightech,399.2881358,1,Yes
Purples,8,157.4367725,20453.35421,Healthcare,52.47892417,No,389.7441599,Yes,Male,After_16:00,0.643631757,0.789452003,9.517956735,8.520437186,9.094356112,4.443744118,4736,11.08898039,392.7528256,4682.94725,50275.40648,No,151900.5102,19.81799247,157.0489783,74.34541089,2816.516406,80,30-45,3,658.3113008,14,Motorcycle_or_truck,Hightech,531.7186835,1,Yes
Greys,8,249.0426894,34039.96675,Military,83.01422981,No,410.049781,Yes,Male,After_16:00,0.728500461,NA,5.06078454,6.722955767,4.788510634,5.351139796,5769,80.28301792,400.7382513,4901.974312,49091.06392,NA,168140.8229,20.01844778,147.8427748,NA,6984.37658,30,30-45,0,620.3902203,5,Foot_or_bicycle,Hightech,437.441632,0,No
Purples,4,463.9810666,56542.04464,Healthcare,154.6603555,No,365.5884822,Yes,Male,By_16:00,0.715284968,0.80285602,4.450764107,7.542096523,7.790408181,4.683580885,3037,24.89010794,NA,4572.369943,55394.56958,No,133654.9383,21.40660085,147.5719784,80.58242099,24084.48593,80,30-45,2,721.1545559,13,Foot_or_bicycle,Industry_or_other,544.3548072,0,No
Purples,8,1031.876578,117117.2631,Financial,343.9588592,No,340.4978822,Yes,Male,After_16:00,0.54878196,0.485504151,5.151112168,3.890451833,1.425391545,1.529988728,4670,50.2494606,463.5206765,4332.020175,53831.77481,No,115938.8078,21.52953034,165.2861708,39.50211583,118661.6557,60,30-45,2,689.5152818,12,Public_or_other,Hightech,476.5937693,0,Yes
Greys,6,872.7927392,150799.6022,Military,290.9309131,No,518.3347505,No,Female,By_16:00,0.123891245,0.200262252,9.941305812,1.756104629,6.592914194,1.988457304,9526,43.18012993,392.2348419,5967.817189,49285.47905,Maybe,268670.9136,19.80491964,151.2724976,9.74589847,84941.72709,30,45_and_up,2,602.5622445,7,Motorcycle_or_truck,Student_or_Unemployed,395.4348235,0,Yes
Pinks,2,245.431258,56561.40842,Healthcare,81.81041934,No,691.3716966,No,Male,By_16:00,0.715857177,0.879795038,3.164554106,9.003363932,8.239255447,7.651591394,6680,53.86786454,661.1425321,8236.002031,75616.32167,No,477994.8229,25.71269204,251.2326454,31.31159162,6784.755131,80,45_and_up,3,902.6784977,7,Public_or_other,Industry_or_other,477.0260983,0,Yes
Browns,5,833.1305359,144244.0663,Healthcare,277.7101786,No,519.4050394,No,NA,After_16:00,0.48955588,0.202931884,1.457479682,6.924597912,8.970553016,4.022329967,5484,46.0387703,475.5664564,6145.183306,57723.57762,No,269781.5949,21.80748625,42.14531604,5.806220393,77410.65349,80,45_and_up,1,715.7845632,8,Car,Hightech,471.668497,1,Yes
Oranges,1,678.0102729,103315.3674,Military,226.0034243,No,457.1407166,Yes,Male,By_16:00,0.707749489,0.862083222,3.955922739,8.50487659,5.345058523,6.190814425,8666,83.48150083,335.4740199,5242.355206,46240.00166,Maybe,208977.6348,18.31594988,170.1117349,61.36218726,51313.55122,30,45_and_up,1,600.4817306,5,Car,Public_Sector,505.682082,0,Yes
Turquoises,2,1999.458119,345824.4716,Financial,666.4860398,Yes,518.8772922,No,Male,By_16:00,0.385928368,0.563892375,0.109559619,0.027699473,1.600354817,4.732261004,9314,39.65315188,405.8968183,6000.566559,52466.32778,Yes,269233.6444,20.14688111,97.02097584,33.27856809,444880.1272,60,30-45,3,660.1006994,10,Motorcycle_or_truck,Hightech,485.8116675,3,Yes
Browns,6,311.6004282,32052.03017,Social,103.8668094,No,308.5877996,Yes,Female,After_16:00,0.362326789,0.985258781,1.594337774,2.273057571,2.957124568,8.587576537,9324,67.82235848,388.0320093,3861.942015,45507.6437,No,95226.43008,19.6985281,242.9200427,37.0891674,10902.1809,70,45_and_up,1,580.5025963,7,Public_or_other,Public_Sector,400.830016,0,Yes
Turquoises,5,1364.746927,231350.8918,Healthcare,454.9156424,Yes,508.5577857,No,Male,After_16:00,0.383473407,0.718317142,3.410792709,0.507929069,2.209079096,4.774318587,8477,51.59043004,461.3237061,6008.225269,56502.82367,Yes,258631.0214,21.47844748,46.23769721,4.104060913,207413.1573,80,30-45,2,704.1220015,14,Public_or_other,Student_or_Unemployed,476.1497749,NA,Yes
Greys,10,140.9522891,21022.91511,Military,46.98409637,No,447.4474712,Yes,Male,By_16:00,0.436630866,0.043199563,5.429119684,8.212658961,NA,8.395965723,5077,17.17226151,530.7858828,5536.046478,58901.23561,Maybe,200209.2395,23.03879083,131.0266397,NA,2264.489408,30,45_and_up,2,714.4467802,7,Foot_or_bicycle,Student_or_Unemployed,383.989477,1,No
Browns,5,118.5120837,12774.41608,Financial,39.5040279,No,323.3699639,Yes,Male,After_16:00,0.944928283,NA,8.008097394,3.728909527,2.032878271,0.493816687,7576,6.668730965,403.5611645,4040.821968,47399.83406,No,104568.1336,20.08883184,217.2478008,62.65832304,1610.072248,60,45_and_up,2,604.6214252,NA,Public_or_other,Public_Sector,418.1587615,4,No
Purples,10,203.7459941,27682.08096,Education,67.91533136,No,NA,Yes,Female,After_16:00,0.842471615,0.377734654,2.057677971,8.369389235,0.03516037,6.378603836,4915,23.94496771,426.0529182,4928.075194,53406.99418,No,166135.2621,20.64104935,124.5633649,17.78147905,4690.407566,100,Below_30,2,693.6336854,13,Foot_or_bicycle,Services_or_Retail,538.8527309,0,No
Browns,10,157.628415,18196.91054,Financial,52.54280501,No,346.325449,Yes,Male,After_16:00,0.484689239,0.346870197,9.634088732,3.73495569,7.301265728,6.785624423,8278,89.05547098,418.0877047,4299.429899,49350.9554,No,119941.3166,20.44719308,185.704784,33.58459387,2823.289163,60,30-45,2,628.6594441,5,Motorcycle_or_truck,Hightech,435.49593,0,No
Whites,10,255.6221952,38931.77384,Social,85.2073984,No,456.9060266,Yes,Female,After_16:00,0.09865489,0.20716536,9.34728289,1.984267244,1.077914739,9.780337384,7705,2.391388058,435.4143041,5439.888875,53424.9523,No,208763.1172,20.86658343,83.01334431,42.96488948,7355.50814,70,30-45,1,672.8766397,7,Public_or_other,Public_Sector,470.6263268,0,No
Greens,2,231.2762424,24240.98081,Financial,77.09208082,No,314.4419058,Yes,Male,By_16:00,0.754874883,0.759998605,0.715666537,7.857342341,4.760926391,3.202777342,3848,78.65262073,504.8695036,4154.158065,61051.96434,No,98873.7121,22.46930136,248.9889999,30.65648794,6030.281005,60,30-45,1,818.8026494,11,Motorcycle_or_truck,Industry_or_other,665.9518113,0,Yes
Whites,4,241.8977848,22179.2176,Social,80.63259492,No,275.0651597,Yes,Female,After_16:00,0.823137851,0.486476617,5.475296925,4.522471649,2.238879728,0.285316934,6043,57.77540056,287.4431916,3325.537981,39405.69003,No,75660.8421,16.95414969,309.6444736,69.53280682,6592.247958,70,45_and_up,0,541.2951054,7,Motorcycle_or_truck,Student_or_Unemployed,510.1794339,0,No
Purples,9,642.1530028,74382.51876,Healthcare,214.0510009,No,347.4990467,Yes,Female,After_16:00,0.220563032,0.155289214,4.387607633,1.850110758,1.537580462,7.003748347,8475,56.59300995,452.6135208,4380.217509,53800.4054,No,120755.5875,21.27471553,159.8934266,16.71689223,46041.88199,80,45_and_up,2,696.0985939,10,Foot_or_bicycle,Services_or_Retail,507.9930411,0,No
Greens,8,172.6231473,15263.74747,Healthcare,57.54104909,No,265.2671042,Yes,Male,By_16:00,0.921966346,0.501593873,NA,8.139658,2.86289779,4.728641857,9282,98.24749257,513.9254088,3680.52186,60028.39734,No,70366.63657,22.669923,266.916285,97.92167735,3378.51338,80,45_and_up,3,802.2079232,11,Foot_or_bicycle,Hightech,626.2966897,1,Yes
Browns,10,878.4626826,NA,Financial,292.8208942,No,501.3344818,No,Male,By_16:00,0.305801352,0.02212482,5.956281296,NA,0.678884925,6.771820481,5304,18.80006376,451.0964792,5915.537777,55523.38534,NA,251336.2627,21.23903197,55.17913499,98.03340533,86046.89698,60,Below_30,2,693.3589928,5,Foot_or_bicycle,Industry_or_other,474.4774267,1,No
Purples,10,417.8431483,NA,Environment,139.2810494,No,382.9912423,Yes,Male,After_16:00,0.534273271,0.145624051,3.161757221,0.900769662,0.397332653,8.359483988,3219,2.630880591,375.7219038,4581.35623,48532.18187,No,146682.2917,19.38354724,171.878859,95.21102339,19548.49178,90,45_and_up,0,636.52663,15,Foot_or_bicycle,Hightech,520.1555847,2,Yes
Browns,8,215.6170233,24311.55989,Healthcare,71.8723411,No,338.2603032,Yes,Female,After_16:00,0.054714425,0.780979766,3.375791642,NA,6.416712448,4.113641041,3858,34.79638814,392.5103634,4167.623759,46510.94299,No,114420.0327,19.8118743,215.3447437,82.53258828,5247.505756,80,Below_30,0,590.5568523,8,Car,Industry_or_other,406.9429899,1,Yes
Purples,7,417.4448343,51361.06096,Education,139.1482781,No,NA,Yes,Male,By_16:00,0.653065206,0.229566004,4.519351318,4.967659446,5.716898816,8.456377692,6836,53.0151271,428.0309927,4547.164862,50113.96057,No,136242.4045,NA,170.7637304,33.37713832,19511.39158,100,45_and_up,2,630.7607975,NA,Public_or_other,Public_Sector,417.2437506,0,No
Greys,9,681.2531785,83428.36857,Military,227.0843928,No,367.3892667,Yes,Female,After_16:00,0.585861641,0.773371376,8.054038817,3.080754373,1.406696427,5.750342058,8261,86.47807345,424.0275475,4521.947762,50313.11181,Maybe,134974.8733,20.59192918,163.7885188,27.16828822,51804.40586,30,NA,1,638.9135124,5,Public_or_other,Services_or_Retail,441.0995859,1,Yes
Whites,10,NA,7374.467577,Education,24.66202901,No,299.0211216,Yes,Female,By_16:00,0.699446716,0.72383117,7.213912637,3.892676723,0.488866759,6.439936748,3230,89.88745995,303.4018534,3597.014923,42030.74627,No,89413.63116,17.4184343,285.7521293,22.64250093,642.8777041,100,30-45,3,578.5124526,11,Foot_or_bicycle,Services_or_Retail,551.0973446,0,No
Greys,8,270.1569141,34091.56056,Foreign_Affairs,90.0523047,No,378.5751034,Yes,Male,After_16:00,0.374766747,0.99065242,0.537938962,3.539491973,5.095825309,3.871351827,6380,35.18445264,521.5952684,4828.941571,57969.48893,Maybe,143319.1089,22.83846029,143.6468689,8.162497426,8209.469887,40,30-45,0,720.4691368,9,Motorcycle_or_truck,Public_Sector,426.3517698,1,No
Reds,8,217.4469666,38865.41305,Foreign_Affairs,72.48232221,No,536.2054065,No,Female,By_16:00,0.453562249,0.823091082,NA,7.71984448,5.953409537,8.027156179,9975,48.70730294,405.6988329,6173.451731,52040.44718,Maybe,287516.238,20.14196696,110.5112215,9.266554704,5336.169355,40,45_and_up,1,646.3375041,10,Foot_or_bicycle,Student_or_Unemployed,455.1760275,0,No
Purples,9,338.8510707,32261.69466,Social,112.9503569,No,285.6272042,Yes,Male,After_16:00,0.56118055,0.090971529,2.580786224,7.296966156,2.075981183,8.086204468,7844,94.55175563,388.9409449,3634.153932,47210.82163,No,81582.89979,19.72158576,241.6975632,57.75142605,12880.73348,70,45_and_up,2,622.9548658,11,Motorcycle_or_truck,Hightech,488.69059,1,No
Browns,4,962.1847877,158739.7665,Financial,320.7282626,No,494.9353863,Yes,Male,By_16:00,0.441548307,0.24504773,5.248028017,9.718110766,4.533079027,6.868555027,7782,15.40575447,455.3150185,5859.9839,55372.14336,No,244961.0366,21.33811188,61.56220076,81.67384362,103197.3467,60,30-45,4,688.2561926,6,Foot_or_bicycle,Industry_or_other,457.9582745,0,No
Purples,7,560.1718995,70542.24126,Environment,186.7239665,No,377.7888965,NA,Female,After_16:00,0.459601422,0.902522078,9.177255887,7.193066627,7.071336822,6.111821625,9695,90.33162105,381.9020326,4541.69303,48013.08559,No,142724.4503,19.5423139,171.1294136,98.8290071,35062.56363,90,Below_30,2,621.4583655,13,Public_or_other,Hightech,479.935293,0,No
Browns,8,302.5384862,50831.9332,Healthcare,100.8461621,No,504.0542163,No,Female,After_16:00,0.468057244,0.81591153,3.148861513,3.989481011,5.465029303,4.170952095,5804,31.56170603,437.6522207,5915.846605,54119.29996,No,254070.653,20.92013912,75.18227324,46.58945149,10280.79457,80,45_and_up,2,673.3837381,8,Public_or_other,Industry_or_other,458.1826357,1,No
Blues,4,1527.312506,48310.58925,Environment,509.1041685,Yes,94.89332878,Yes,Male,By_16:00,0.063394601,0.803049863,3.372554467,3.099509638,2.484787698,5.466934282,6359,21.45758981,71.9624526,1092.858193,15904.29101,Yes,9004.743846,8.483068584,603.2877656,94.67683982,259706.1586,90,Below_30,0,259.7796318,15,Motorcycle_or_truck,Services_or_Retail,371.0481832,0,No
Reds,10,296.2103336,46885.60631,Other,98.73677785,No,474.8545307,Yes,Male,By_16:00,0.769723255,0.864063037,2.53394074,3.962311209,3.380380613,0.567933142,4191,88.22095459,373.8774204,5496.300148,49716.384,NA,225486.8253,19.33591013,129.0054673,74.12775685,9857.688078,50,45_and_up,3,639.0547694,11,Motorcycle_or_truck,Student_or_Unemployed,510.1592759,6,Yes
Browns,10,899.6215185,91985.49681,Environment,299.8738395,No,306.7473207,Yes,Female,By_16:00,NA,0.811802665,5.501197709,0.960085795,6.379869166,2.619775306,4439,31.15524664,345.7524611,3758.978129,NA,No,94093.91875,18.59442016,274.2329089,18.26524332,90234.19345,90,Below_30,1,532.5544197,8,Public_or_other,Industry_or_other,381.4049453,0,No
Browns,5,238.7803527,22917.17705,Financial,79.5934509,No,287.9279235,Yes,Female,After_16:00,0.001389418,0.538434701,NA,6.164241952,4.39069862,4.307847295,8231,13.08092924,348.4613192,3576.201874,41078.52351,No,82902.48915,18.66711866,295.3186615,33.76638151,6424.710877,60,Below_30,4,522.9915291,6,Foot_or_bicycle,Hightech,361.167099,2,Yes
Purples,2,783.906148,111954.2274,Environment,261.3020493,No,428.4475676,Yes,Male,After_16:00,0.853652998,0.515049151,2.65678212,8.30612038,NA,0.316391375,5797,50.83343633,462.9579905,5210.391657,56027.34257,No,183567.3182,21.5164586,81.07364043,2.492124145,68550.06303,90,30-45,1,714.0090065,12,Car,Hightech,509.0041167,2,No
Blues,4,1526.114788,69721.73179,Education,508.7049293,Yes,137.0573151,Yes,Male,After_16:00,0.509119652,0.662676753,5.946727984,1.942302578,8.092953737,8.279357227,6926,19.75388569,227.9556719,1826.484495,26668.67357,Yes,18784.70763,15.09820095,510.6980995,52.68020658,259299.41,100,45_and_up,1,351.5233462,16,Motorcycle_or_truck,Hightech,265.31502,0,No
Blues,5,1952.319835,479641.5746,Healthcare,650.7732785,Yes,737.0332963,No,Male,After_16:00,0.80822429,0.168307706,5.21794636,4.575388152,3.975326677,9.520055454,4125,96.01525497,534.5948841,8439.522731,64948.66166,Yes,543218.0798,23.12130801,252.6674145,0.756725064,424166.6332,80,45_and_up,3,764.6540491,11,Car,Industry_or_other,NA,0,Yes
Purples,4,109.4331816,16701.0385,Education,36.47772719,No,457.8420803,Yes,Female,By_16:00,0.639068714,0.868886564,5.738584148,7.164370639,3.55352222,3.182959366,3455,33.34317359,411.6091166,5401.639037,53295.17201,No,NA,20.28815213,108.6643512,98.74191345,1377.102308,100,45_and_up,4,689.7786588,16,Public_or_other,Public_Sector,547.0924916,0,No
Greys,9,199.9532725,29577.22839,Military,66.65109083,No,443.7621053,Yes,Male,By_16:00,0.191646102,0.619339444,2.18114356,6.492698926,5.483065003,0.361481064,9587,92.45509449,504.8646524,5447.350358,56803.94431,Maybe,196924.8061,22.46919341,127.4899028,96.28537577,4519.018999,30,Below_30,1,691.5982308,6,Public_or_other,Student_or_Unemployed,385.6876661,0,No
Purples,7,153.1139831,20756.6922,Environment,51.03799437,No,406.690985,Yes,Female,By_16:00,0.834104422,0.435638141,3.444160898,9.794351174,6.718015168,2.565854725,4982,6.728293817,439.1662308,4945.242311,54563.30434,No,165397.5573,20.95629335,119.8317565,95.74362966,2665.914864,90,45_and_up,2,708.0112961,14,Public_or_other,Student_or_Unemployed,544.1851797,0,Yes
